Actual,Predicted
4.643000125885009,4.629354
4.22100019454956,4.9401274
4.079999923706056,4.704065
3.86899995803833,4.4365726
3.9389998912811284,4.1073623
3.7279999256134038,4.2491636
3.86899995803833,4.0860267
4.432000160217284,4.1371527
3.3770000934600826,4.6258454
4.079999923706056,3.8686943
3.5880000591278085,4.4594584
3.447000026702881,4.0323067
3.305999994277953,3.8131762
3.86899995803833,3.6567087
3.305999994277953,4.159244
3.516999959945679,3.6465905
2.3210000991821294,3.931821
2.0399999618530282,2.9026027
1.89900004863739,2.5719154
2.4619998931884775,2.5238972
2.5320000648498526,2.981638
2.0399999618530282,2.9974465
2.0399999618530282,2.6731958
0.8439999818801878,2.5983737
0.7030000090599059,2.0359674
0.7030000090599059,1.8628529
1.337000012397766,1.5021191
0.7739999890327451,2.251686
0.0,2.0143678
0.0,0.9568455
0.0,0.5212693
0.7739999890327451,0.5225658
1.4069999456405635,1.1971112
2.0399999618530282,2.511505
1.2660000324249265,2.9811327
1.9700000286102297,2.4789636
3.447000026702881,2.6696708
3.447000026702881,3.6950595
3.6579999923706055,3.7047994
3.2360000610351562,3.865821
2.4619998931884775,3.6311939
2.3919999599456787,2.9491036
1.6879999637603762,2.914013
1.2660000324249265,2.3296914
2.180999994277954,1.9113104
0.7739999890327451,2.6669443
1.89900004863739,1.9651603
1.8289999961853023,2.599253
2.250999927520753,2.6951864
2.0399999618530282,2.927219
2.180999994277954,2.8016949
2.3919999599456787,2.8339217
1.6879999637603762,2.8968604
1.547999978065491,2.53708
1.89900004863739,2.2911794
2.67300009727478,2.5072572
2.8840000629425044,3.1846225
3.7990000247955313,3.439642
2.954999923706054,4.199488
3.3770000934600826,3.5242786
4.432000160217284,3.9030118
3.86899995803833,4.7817016
4.1500000953674325,4.3361287
4.1500000953674325,4.4691715
3.2360000610351562,4.4730024
2.8840000629425044,3.5937612
2.4619998931884775,3.3635795
3.447000026702881,2.9551938
4.079999923706056,3.6919286
3.5880000591278085,4.4113073
4.290999889373779,4.0192533
3.7990000247955313,4.5834036
3.165999889373781,4.27389
4.079999923706056,3.6975865
3.0950000286102277,4.4935884
3.5880000591278085,3.5610964
2.8840000629425044,3.8538435
3.0250000953674316,3.3866718
3.5880000591278085,3.3728664
3.447000026702881,3.9211214
2.8840000629425044,3.9011025
3.86899995803833,3.2737536
2.8840000629425044,4.224956
3.305999994277953,3.449794
4.501999855041503,3.7701652
4.010000228881837,4.791231
4.079999923706056,4.4234524
5.2059998512268075,4.447123
4.290999889373779,5.464979
4.290999889373779,4.7907615
3.9389998912811284,4.7711787
4.22100019454956,4.3635373
4.290999889373779,4.420355
3.7990000247955313,4.5848813
3.9389998912811284,4.1819334
4.22100019454956,4.1491604
3.7990000247955313,4.544366
3.516999959945679,4.199852
4.290999889373779,3.8898163
4.010000228881837,4.5361176
4.010000228881837,4.355219
1.547999978065491,4.3957443
1.1959999799728391,2.4253926
1.1260000467300413,1.9514527
1.4769999980926518,2.1427333
1.6879999637603762,2.4284976
1.7589999437332156,2.4375477
2.4619998931884775,2.4557447
4.501999855041503,2.986564
3.7990000247955313,4.8734937
2.67300009727478,4.5017395
2.67300009727478,3.386244
2.6029999256134047,3.1737816
2.250999927520753,3.0921752
2.180999994277954,2.7998326
2.5320000648498526,2.5773377
2.6029999256134047,2.794571
2.250999927520753,3.0076663
1.8289999961853023,2.8745322
2.0399999618530282,2.5344164
1.9700000286102297,2.6135
2.4619998931884775,2.6315947
2.250999927520753,3.0158381
2.3210000991821294,2.813997
2.4619998931884775,2.810348
2.6029999256134047,3.0083127
2.8840000629425044,3.1827655
3.5880000591278085,3.384706
4.1500000953674325,3.9730847
4.501999855041503,4.479973
4.010000228881837,4.8471813
4.290999889373779,4.5028167
4.572999954223634,4.659587
4.923999786376952,4.8814855
4.643000125885009,5.1970186
5.065000057220458,4.959751
4.994999885559083,5.2452655
5.135000228881836,5.2555575
5.135000228881836,5.4715414
4.643000125885009,5.4597235
4.643000125885009,5.0215344
3.5880000591278085,4.945119
1.89900004863739,4.0222754
2.1099998950958248,2.5592499
4.1500000953674325,2.6118438
4.22100019454956,4.4794936
3.7279999256134038,4.710309
3.5880000591278085,4.2770042
3.7279999256134038,4.0291157
3.165999889373781,4.12439
3.0250000953674316,3.7334774
2.180999994277954,3.4645882
2.5320000648498526,2.5019417
2.8840000629425044,2.8058841
3.0250000953674316,3.3754637
2.8840000629425044,3.5214126
3.9389998912811284,3.314671
3.5880000591278085,4.293809
3.447000026702881,4.0599
3.86899995803833,3.9386456
3.3770000934600826,4.2552495
2.813999891281128,3.754426
2.743999958038329,3.2487934
2.8840000629425044,3.1640306
2.813999891281128,3.1837933
2.6029999256134047,3.1989055
2.813999891281128,3.0622032
2.6029999256134047,3.167407
2.954999923706054,3.068477
2.8840000629425044,3.437556
3.3770000934600826,3.3968043
3.305999994277953,3.7642496
3.305999994277953,3.737024
3.305999994277953,3.7523184
3.3770000934600826,3.7064383
3.5880000591278085,3.7863774
3.7279999256134038,3.9459317
4.643000125885009,4.09033
5.697999954223633,4.844773
5.486999988555908,5.864706
5.76800012588501,5.8950796
5.76800012588501,6.110167
5.76800012588501,6.105736
5.76800012588501,6.081052
5.627999782562257,6.056392
5.3460001945495605,5.8498077
5.839000225067139,5.54735
5.697999954223633,6.0311756
5.416999816894532,5.99636
5.76800012588501,5.773458
5.839000225067139,6.0340643
5.908999919891357,6.123027
6.190999984741211,6.2211776
5.697999954223633,6.4748025
4.712999820709228,6.0472455
4.643000125885009,5.28076
3.0950000286102277,5.103187
2.813999891281128,3.6117976
3.447000026702881,3.2278416
2.3210000991821294,3.847954
1.89900004863739,2.950665
2.250999927520753,2.5493786
3.0250000953674316,2.7952404
3.0250000953674316,3.5012147
3.9389998912811284,3.5862052
3.2360000610351562,4.3654184
3.7279999256134038,3.7060764
4.1500000953674325,4.20902
4.22100019454956,4.5993304
3.7279999256134038,4.610986
3.7990000247955313,4.053694
3.86899995803833,4.1245856
3.0950000286102277,4.1322455
1.337000012397766,3.5583386
2.5320000648498526,2.1717477
3.0950000286102277,2.9453533
4.290999889373779,3.5918252
3.9389998912811284,4.6626744
3.86899995803833,4.4272676
3.6579999923706055,4.2548976
2.67300009727478,4.1298676
3.0950000286102277,3.3380527
4.079999923706056,3.5270634
3.3770000934600826,4.3076043
2.813999891281128,3.7313344
3.3770000934600826,3.2493844
2.954999923706054,3.7589922
2.743999958038329,3.439657
3.447000026702881,3.2605498
3.0950000286102277,3.8130662
3.0950000286102277,3.4201584
2.4619998931884775,3.4830112
1.9700000286102297,3.0426853
3.0950000286102277,2.5226545
1.89900004863739,3.503039
2.743999958038329,2.731574
3.6579999923706055,3.1877384
3.165999889373781,4.0663767
3.0950000286102277,3.7190175
3.0950000286102277,3.618453
2.743999958038329,3.6002076
2.743999958038329,3.1215146
2.8840000629425044,3.2186315
2.8840000629425044,3.3141158
2.67300009727478,3.1644075
2.5320000648498526,3.1024556
1.618000030517578,3.0048623
1.7589999437332156,2.3276434
1.054999947547913,2.4282632
1.618000030517578,2.087792
1.337000012397766,2.3740964
1.89900004863739,2.264916
3.2360000610351562,2.6085973
2.6029999256134047,3.7216313
2.5320000648498526,3.3580418
2.180999994277954,3.146092
2.5320000648498526,2.8362339
3.0950000286102277,3.0359547
3.516999959945679,3.5564332
3.7990000247955313,3.8955512
3.7990000247955313,4.076544
4.1500000953674325,4.1799107
4.290999889373779,4.5791245
4.290999889373779,4.704623
4.079999923706056,4.6798406
3.305999994277953,4.4086
3.7990000247955313,3.6605346
3.447000026702881,4.0848045
3.5880000591278085,3.8232236
3.305999994277953,3.8904223
3.5880000591278085,3.622857
4.079999923706056,3.8918447
4.923999786376952,4.4017467
5.697999954223633,5.193231
4.994999885559083,5.9265676
4.994999885559083,5.493111
5.76800012588501,5.4111276
6.190999984741211,6.0167003
6.330999851226808,6.432891
6.0500001907348615,6.5411596
6.612999916076661,6.2724247
6.0500001907348615,6.7024937
5.697999954223633,6.450735
6.119999885559082,6.122663
6.0500001907348615,6.2697053
6.472000122070314,6.24111
6.401999950408936,6.667533
6.472000122070314,6.7164593
5.557000160217285,6.7213707
6.401999950408936,6.058888
6.26100015640259,6.6526713
5.557000160217285,6.5303903
5.627999782562257,5.9809566
4.923999786376952,5.9187284
5.908999919891357,5.3726926
6.472000122070314,6.110442
6.752999782562258,6.6993513
6.964000225067139,6.9986305
6.752999782562258,7.2284856
7.668000221252442,7.1268134
7.386000156402587,7.916379
7.456999778747559,7.7813444
7.456999778747559,7.7069
7.456999778747559,7.586964
6.401999950408936,7.6647716
7.105000019073487,6.8055115
7.315999984741212,7.3109794
7.315999984741212,7.4542265
7.175000190734862,7.5870543
6.683000087738039,7.476069
7.386000156402587,6.9948473
5.908999919891357,7.5603175
3.7990000247955313,6.505132
3.7279999256134038,4.4205685
3.2360000610351562,4.1014214
3.5880000591278085,3.7318003
3.447000026702881,4.044821
3.2360000610351562,3.9045897
2.8840000629425044,3.605459
2.8840000629425044,3.2820718
2.8840000629425044,3.2817223
2.813999891281128,3.3153188
2.813999891281128,3.272493
3.0950000286102277,3.2076795
3.0950000286102277,3.47886
3.165999889373781,3.5435688
3.6579999923706055,3.6310117
3.2360000610351562,4.0395193
2.6029999256134047,3.689941
2.5320000648498526,3.1203487
3.0250000953674316,2.978486
3.2360000610351562,3.4334726
3.447000026702881,3.6749594
3.305999994277953,3.8506474
3.0250000953674316,3.6490295
3.447000026702881,3.451056
3.305999994277953,3.8854442
3.6579999923706055,3.78115
3.447000026702881,3.9777412
3.305999994277953,3.7790184
3.7990000247955313,3.6365178
4.1500000953674325,4.1258807
3.0950000286102277,4.5264387
3.516999959945679,3.591931
3.3770000934600826,3.9003444
4.432000160217284,3.76077
5.135000228881836,4.6861587
5.416999816894532,5.395043
5.697999954223633,5.6846256
5.697999954223633,5.929576
5.557000160217285,6.110207
5.2059998512268075,5.9603767
5.416999816894532,5.6011844
5.135000228881836,5.6153946
4.923999786376952,5.3422937
4.994999885559083,5.220383
4.923999786376952,5.267975
5.135000228881836,5.242615
4.572999954223634,5.4431715
4.010000228881837,5.036255
4.1500000953674325,4.424748
4.994999885559083,4.525085
4.361999988555908,5.2262645
4.22100019454956,4.8102446
3.3770000934600826,4.6143994
2.0399999618530282,3.7731304
2.250999927520753,2.7073677
1.8289999961853023,2.7740514
2.180999994277954,2.4927652
2.954999923706054,2.6239908
2.8840000629425044,3.4236395
3.3770000934600826,3.407713
4.290999889373779,3.821468
4.22100019454956,4.691787
4.1500000953674325,4.727299
3.2360000610351562,4.6152024
2.743999958038329,3.7542284
2.6029999256134047,3.1331964
2.6029999256134047,3.017098
2.5320000648498526,3.003121
2.4619998931884775,2.8436065
2.3919999599456787,2.826465
2.1099998950958248,2.821692
2.180999994277954,2.6882818
2.250999927520753,2.7632687
2.5320000648498526,2.8305273
3.0950000286102277,3.044204
3.7990000247955313,3.570069
2.250999927520753,4.201013
4.1500000953674325,3.0173151
4.290999889373779,4.53346
4.8540000915527335,4.738339
5.065000057220458,5.215349
4.994999885559083,5.4004645
4.643000125885009,5.3189464
4.501999855041503,4.9664474
2.743999958038329,4.997427
2.3919999599456787,3.230653
3.0250000953674316,2.69996
1.547999978065491,3.4189427
2.0399999618530282,2.375763
2.67300009727478,2.623366
2.6029999256134047,3.2281036
2.250999927520753,3.161672
2.0399999618530282,2.8949368
1.337000012397766,2.7026126
2.0399999618530282,2.138144
2.3210000991821294,2.7507002
2.954999923706054,2.966246
3.7279999256134038,3.4051979
3.2360000610351562,4.1138034
2.954999923706054,3.8032913
3.0950000286102277,3.520893
2.3919999599456787,3.6173327
2.3919999599456787,2.9462936
1.547999978065491,2.7874985
0.5630000233650206,2.2147079
0.7739999890327451,1.5827395
2.3919999599456787,1.5365014
2.1099998950958248,3.039799
2.954999923706054,2.8614883
2.954999923706054,3.5498211
2.8840000629425044,3.5868516
3.0250000953674316,3.5268977
3.0250000953674316,3.6049163
3.516999959945679,3.358591
3.305999994277953,3.7656915
3.6579999923706055,3.662096
3.447000026702881,3.9656608
3.7279999256134038,3.7853012
3.7990000247955313,4.10076
4.079999923706056,4.1661053
3.447000026702881,4.4410458
3.6579999923706055,3.8280077
3.2360000610351562,4.0144024
3.516999959945679,3.6247358
2.813999891281128,3.8651195
2.4619998931884775,3.2629046
2.67300009727478,2.8687847
2.67300009727478,3.0457833
1.9700000286102297,3.1634386
0.7030000090599059,2.5888734
0.0,1.8352599
0.0,0.8676375
0.0,0.4596574
0.6330000162124633,0.42660698
0.0,0.92272073
0.0,0.49182567
0.0,0.5225083
0.0,0.5292031
0.0,0.40129736
1.89900004863739,0.16158621
2.180999994277954,2.6405973
2.3210000991821294,3.0095985
2.5320000648498526,2.9350028
2.4619998931884775,2.9707434
2.813999891281128,2.7902882
2.4619998931884775,2.8987336
2.6029999256134047,2.6976948
2.5320000648498526,2.919924
2.4619998931884775,2.8791754
2.67300009727478,2.9094005
2.813999891281128,3.1055603
2.743999958038329,3.2839398
2.743999958038329,3.183868
2.8840000629425044,3.210474
2.6029999256134047,3.344181
2.743999958038329,3.0937889
2.5320000648498526,3.203082
2.954999923706054,2.9932153
2.8840000629425044,3.3575842
3.165999889373781,3.3540897
3.2360000610351562,3.5996544
3.86899995803833,3.6526928
4.22100019454956,4.253466
5.3460001945495605,4.5844407
5.3460001945495605,5.5836797
5.2059998512268075,5.6977305
5.2059998512268075,5.614704
5.486999988555908,5.567372
5.2059998512268075,5.7697697
4.8540000915527335,5.508071
4.923999786376952,5.173243
4.994999885559083,5.1080666
4.783999919891356,5.2337527
4.783999919891356,5.1621127
5.2059998512268075,5.131256
5.276000022888184,5.4311876
4.643000125885009,5.584686
5.3460001945495605,5.1388807
4.923999786376952,5.5991282
4.361999988555908,5.289372
5.557000160217285,4.8637757
4.783999919891356,5.742165
4.432000160217284,5.1937637
4.432000160217284,4.8611994
5.557000160217285,4.817991
4.643000125885009,5.6822295
4.8540000915527335,5.1431694
5.416999816894532,5.246833
5.276000022888184,5.5636525
5.697999954223633,5.6123686
5.697999954223633,5.9915442
4.994999885559083,6.0154705
4.994999885559083,5.355492
5.276000022888184,5.3815823
4.501999855041503,5.582424
4.501999855041503,4.9205213
4.22100019454956,4.8695865
3.9389998912811284,4.5809517
4.8540000915527335,4.2479486
4.643000125885009,5.075836
5.839000225067139,5.014629
5.76800012588501,5.9779434
5.627999782562257,6.1180506
4.8540000915527335,6.0383034
8.371000289916994,5.4062057
6.8940000534057635,8.205715
7.386000156402587,7.3377347
7.105000019073487,7.704754
7.737999916076661,7.262034
6.8940000534057635,7.913227
6.119999885559082,7.3105516
5.76800012588501,6.5949926
5.3460001945495605,5.9685626
5.135000228881836,5.636747
5.486999988555908,5.5144477
4.994999885559083,5.728968
5.065000057220458,5.320645
4.923999786376952,5.413372
4.8540000915527335,5.291919
4.8540000915527335,5.2265115
5.416999816894532,5.213849
4.361999988555908,5.6706076
5.135000228881836,4.9048433
5.3460001945495605,5.446286
6.330999851226808,5.644827
5.2059998512268075,6.5235686
4.572999954223634,5.772055
4.361999988555908,5.163395
