Predicted,Actual
4.203726768493652,3.799000024795532
3.9766123294830322,3.588000059127808
3.634901285171509,3.799000024795532
3.8212034702301025,3.588000059127808
3.6422531604766846,3.3059999942779537
3.376344919204712,3.6579999923706055
3.593942880630493,4.290999889373778
4.201889991760254,3.938999891281128
4.102032661437988,3.799000024795532
3.8847475051879883,4.361999988555908
4.218811988830566,4.64300012588501
4.5391526222229,4.2210001945495605
4.276630401611328,4.079999923706056
4.0648040771484375,3.86899995803833
3.796719789505005,3.938999891281128
3.8513505458831787,3.7279999256134033
3.7187182903289795,3.86899995803833
3.8048455715179443,4.432000160217285
4.28769063949585,3.377000093460083
3.574101686477661,4.079999923706056
4.060657978057861,3.588000059127808
3.639352560043335,3.4470000267028813
3.505420207977295,3.3059999942779537
3.320202112197876,3.86899995803833
3.761542320251465,3.3059999942779537
3.392460584640503,3.5169999599456787
3.5621345043182373,2.321000099182129
2.536329984664917,2.039999961853028
2.2607228755950928,1.89900004863739
2.139937400817871,2.461999893188477
2.5540637969970703,2.532000064849853
2.6185929775238037,2.039999961853028
2.2992289066314697,2.039999961853028
2.2542006969451904,0.843999981880188
1.2916009426116943,0.703000009059906
0.8977752327919006,0.703000009059906
0.6533834338188171,1.337000012397766
1.1866672039031982,0.7739999890327454
0.8745433688163757,0.0
0.26021069288253784,0.0
0.04629729688167572,0.0
-0.10190658271312714,0.7739999890327454
0.5749550461769104,1.406999945640564
1.2976714372634888,2.039999961853028
2.2570087909698486,1.2660000324249268
1.568897008895874,1.9700000286102293
2.1548469066619873,3.4470000267028813
2.9915692806243896,3.4470000267028813
3.0117568969726562,3.6579999923706055
3.373567581176758,3.236000061035156
3.2197377681732178,2.461999893188477
2.525099515914917,2.3919999599456787
2.3975470066070557,1.687999963760376
1.9584335088729858,1.2660000324249268
1.5901281833648682,2.180999994277954
2.262331247329712,0.7739999890327454
1.136282205581665,1.89900004863739
2.0149929523468018,1.8289999961853027
1.9723650217056274,2.250999927520752
2.441624879837036,2.039999961853028
2.2265031337738037,2.180999994277954
2.2909252643585205,2.3919999599456787
2.3323142528533936,1.687999963760376
1.7723503112792969,1.5479999780654907
1.6570699214935303,1.89900004863739
1.8247878551483154,2.6730000972747803
2.5701911449432373,2.884000062942505
2.852144956588745,3.799000024795532
3.6103355884552,2.9549999237060547
3.080909013748169,3.377000093460083
3.3476903438568115,4.432000160217285
4.0881757736206055,3.86899995803833
3.7890243530273438,4.150000095367432
3.987128734588623,4.150000095367432
3.9715993404388428,3.236000061035156
3.320753812789917,2.884000062942505
2.9764342308044434,2.461999893188477
2.663276433944702,3.4470000267028813
3.4494659900665283,4.079999923706056
3.9870855808258057,3.588000059127808
3.78520131111145,4.290999889373778
4.296177864074707,3.799000024795532
3.8635995388031006,3.16599988937378
3.25832200050354,4.079999923706056
3.9050357341766357,3.095000028610228
3.2641654014587402,3.588000059127808
3.6043081283569336,2.884000062942505
3.031268835067749,3.025000095367432
3.1186602115631104,3.588000059127808
3.518059253692627,3.4470000267028813
3.5320403575897217,2.884000062942505
3.0695700645446777,3.86899995803833
3.780517578125,2.884000062942505
3.072941780090332,3.3059999942779537
3.3832571506500244,4.501999855041504
4.337135314941406,4.010000228881837
4.1199493408203125,4.079999923706056
4.1506266593933105,5.205999851226807
4.983107566833496,4.290999889373778
4.338614463806152,4.290999889373778
4.283438205718994,3.938999891281128
3.882246971130371,4.2210001945495605
4.096014976501465,4.290999889373778
4.192587375640869,3.799000024795532
3.8478643894195557,3.938999891281128
3.874516248703003,4.2210001945495605
4.124242782592773,3.799000024795532
3.8767471313476562,3.5169999599456787
3.5728559494018555,4.290999889373778
4.136251926422119,4.010000228881837
4.017293930053711,4.010000228881837
4.064053058624268,1.5479999780654907
2.045131206512451,1.1959999799728394
1.3509045839309692,1.1260000467300415
1.2953754663467407,1.4769999980926514
1.5567948818206787,1.687999963760376
1.704209804534912,1.758999943733215
1.8559260368347168,2.461999893188477
2.5669007301330566,4.501999855041504
3.965792655944824,3.799000024795532
3.8287508487701416,2.6730000972747803
2.9958555698394775,2.6730000972747803
2.7316205501556396,2.602999925613404
2.640519142150879,2.250999927520752
2.417254686355591,2.180999994277954
2.3549444675445557,2.532000064849853
2.5951242446899414,2.602999925613404
2.6763956546783447,2.250999927520752
2.4603359699249268,1.8289999961853027
2.0679686069488525,2.039999961853028
2.1524691581726074,1.9700000286102293
2.0856645107269287,2.461999893188477
2.480137825012207,2.250999927520752
2.332866668701172,2.321000099182129
2.403397798538208,2.461999893188477
2.528160333633423,2.602999925613404
2.64479660987854,2.884000062942505
2.83842396736145,3.588000059127808
3.3641412258148193,4.150000095367432
3.9734864234924316,4.501999855041504
